employee_name,user_id_x,email,role,business_unit,functional_unit,department,team,supervisor,user_type,user_id_y,o_score,c_score,e_score,a_score,n_score,join_date,last_active,user_id
Patricia Emily Salazar,PES0085,Patricia.Emily.Salazar@dtaa.com,AdministrativeAssistant,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry,Employee,PES0085,35,24,18,30,22,2021-01-01,2024-07-08 19:50:38.956628,d9b3c2f6d953bdd5680c99a51f9efb0233d96492b91771580c3914a9f6286c89
Otto Hedley Chase,OHC0973,Otto.Hedley.Chase@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,Employee,OHC0973,42,24,42,17,35,2021-01-01,2024-07-08 19:50:38.956628,09e9b5c8504e6c503498da7077f802c4d7a9ed316728d2f97314b6b241f2eef4
Noble Merrill Fuller,NMF0780,Noble.Merrill.Fuller@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,Employee,NMF0780,44,38,36,20,34,2021-01-01,2024-07-08 19:50:38.956628,530fa687f742778f6d2692600a77a3bb2f99bcf9ff835276b25b1f79c77ced5f
Leo Elmo Monroe,LEM0605,Leo.Elmo.Monroe@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,Employee,LEM0605,46,50,40,39,26,2021-01-01,2024-07-08 19:50:38.956628,21687d7fff3b81e944722a236acfe14d0c159a59187776311035d4f798e2b3fc
Bruce Eden Clemons,BEC0505,Bruce.Eden.Clemons@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,Employee,BEC0505,35,21,30,19,32,2021-01-01,2024-07-08 19:50:38.956628,4f207ceefd08cd51f8e546b80bdcf28ead2e4217efae6d19b831214d120c24fc
Oliver Logan Fowler,OLF0504,Oliver.Logan.Fowler@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,Employee,OLF0504,41,43,20,41,31,2021-01-01,2024-07-08 19:50:38.956628,38c96f542d3b3420397d2222b7bfd5dfe2f39f5e6a86798a02ecd74067a1b454
Kirestin Vanna Sykes,KVS0425,Kirestin.Vanna.Sykes@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,Employee,KVS0425,20,19,21,30,35,2021-01-01,2024-07-08 19:50:38.956628,5d20a8e70854228a3e2bf08293ae96faa751ae25c2678156669d96e69395ec8f
Arthur Jacob Raymond,AJR0319,Arthur.Jacob.Raymond@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,Employee,AJR0319,40,13,37,16,24,2021-01-01,2024-07-08 19:50:38.956628,c1169f33fb3f0164a5b7836cd4707d5ddd0e66d152a704f5f6d13f1b62c918fc
Diana Lillian Solis,DLS0383,Diana.Lillian.Solis@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan,Employee,DLS0383,10,21,12,25,24,2021-01-01,2024-07-08 19:50:38.956628,9beb4b90bff16b5d0fbc3e922e996d98dd31513410a71f09275891ae667661cb
Bruno Carter Robles,BCR0581,Bruno.Carter.Robles@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,Employee,BCR0581,20,11,34,36,30,2021-01-01,2024-07-08 19:50:38.956628,d023038ae9a0f495438572bd090b68d25056076ebcbbaebfec89eefd1385a8b9
Lani Dai Beard,LDB0090,Lani.Dai.Beard@dtaa.com,AdministrativeAssistant,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle,Employee,LDB0090,40,14,39,41,34,2021-01-01,2024-07-08 19:50:38.956628,b109535df4773eec36458295a908b2af1c6040fb16616477cc92c68bf30b598e
Gwendolyn Amaya Ferrell,GAF0570,Gwendolyn.Amaya.Ferrell@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington,Employee,GAF0570,31,15,38,46,35,2021-01-01,2024-07-08 19:50:38.956628,0ce28809b19b88ce0911809a07b126182bdc7667a70f5f87a600cc48e4deb60d
Noah Nathan Shaffer,NNS0059,Noah.Nathan.Shaffer@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson,Employee,NNS0059,42,23,48,23,25,2021-01-01,2024-07-08 19:50:38.956628,3ee5d5cf7f5d81f00c52fcab89bf03dafa35b823a4042731cd1b36cf063af040
Joy Rosalyn Leblanc,JRL0574,Joy.Rosalyn.Leblanc@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,Employee,JRL0574,19,26,35,47,40,2021-01-01,2024-07-08 19:50:38.956628,998778f955f843f5f80a6c8e60942063c1d4fedc9f65ef6bcebf7fac4da365fa
Natalie Sheila Santiago,NSS0876,Natalie.Sheila.Santiago@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,Employee,NSS0876,26,20,25,42,31,2021-01-01,2024-07-08 19:50:38.956628,c420b19d95efa850d8beb77520b58867b59ad960a57296a6b6fc55cc48b96443
Slade Orson Burch,SOB0586,Slade.Orson.Burch@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,Employee,SOB0586,45,35,23,24,30,2021-01-01,2024-07-08 19:50:38.956628,fe73b02dd3349ac4af280ca43a000c5a2c90d8c46c26d1183f688181fbc1bcd8
Dane Davis Atkins,DDA0476,Dane.Davis.Atkins@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,Employee,DDA0476,36,25,39,13,39,2021-01-01,2024-07-08 19:50:38.956628,3ad67e90f55d392fdaebfb23022def6e1c6b77f132211df338c4e1be45296abd
Dakota Edward Brady,DEB0782,Dakota.Edward.Brady@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,Employee,DEB0782,42,47,32,21,36,2021-01-01,2024-07-08 19:50:38.956628,aa79fb33cbdea3a1a452f73fa1af95f0e270116def9fccb0e5240687c5e69012
Owen Len Wheeler,OLW0689,Owen.Len.Wheeler@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne,Employee,OLW0689,22,25,40,35,27,2021-01-01,2024-07-08 19:50:38.956628,00b685b53af3ebc9d047ba0af5e8b05e788a922782bfa826d4d33c9c213a79a3
MacKensie Mara Grant,MMG0943,MacKensie.Mara.Grant@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball,Employee,MMG0943,23,27,28,34,26,2021-01-01,2024-07-08 19:50:38.956628,9606b77f4fb39cd8e2d67183242fad7b080af85182c35f69527aa0536b90b283
Reece Nicolas Lopez,RNL0695,Reece.Nicolas.Lopez@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne,Employee,RNL0695,47,41,44,19,36,2021-01-01,2024-07-08 19:50:38.956628,6537d9339e1f78e7c1b5de77a87bb91a9a8db53e0449812f9f6123a13a5428c2
Lacey Nomlanga Rasmussen,LNR0656,Lacey.Nomlanga.Rasmussen@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,Employee,LNR0656,25,39,12,30,23,2021-01-01,2024-07-08 19:50:38.956628,3117d7118f5567de01c804cff8fcfc015a5e7c06b2dae2ec03c287d5c8f0363d
Albert Mohammad Joseph,AMJ0297,Albert.Mohammad.Joseph@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,Employee,AMJ0297,16,43,50,18,28,2021-01-01,2024-07-08 19:50:38.956628,cd10d0c1aecfd627d3e47f71358b65de49928c96e25c81bc835911c33384e292
Hedwig Regina Livingston,HRL0540,Hedwig.Regina.Livingston@dtaa.com,FieldServiceEngineer,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Sharon Britanni Kerr,Employee,HRL0540,43,38,17,40,18,2021-01-01,2024-07-08 19:50:38.956628,75c9a16bb273d79a30c8eba0776db7192d37244765ff3432e8bad55c463c665c
Dean Lester Figueroa,DLF0377,Dean.Lester.Figueroa@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan,Employee,DLF0377,39,35,19,27,34,2021-01-01,2024-07-08 19:50:38.956628,2366334e6221666ea32d1a4b8bb852bc1882d4f026edcd730ca129d90ebe82b2
Madonna Veronica Hardy,MVH0373,Madonna.Veronica.Hardy@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,Employee,MVH0373,44,19,20,21,25,2021-01-01,2024-07-08 19:50:38.956628,e93e15f27470439d199adeebbd948efc146b16cf55e34423aaf660e65159c359
Tad Patrick Hardin,TPH0474,Tad.Patrick.Hardin@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,Employee,TPH0474,44,39,14,21,35,2021-01-01,2024-07-08 19:50:38.956628,efcd941c25067cb3e7898631a35b3baed4dd20eb737e4f5baaaa69396823ffad
Kendall Ciaran Frank,KCF0045,Kendall.Ciaran.Frank@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,Employee,KCF0045,40,39,16,27,31,2021-01-01,2024-07-08 19:50:38.956628,dba46df021a9920c8913d3316bec25b781647aa5bbc6f38ac22c1027fdb8e532
Bryar Ivana Sweet,BIS0247,Bryar.Ivana.Sweet@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris,Employee,BIS0247,36,19,18,39,37,2021-01-01,2024-07-08 19:50:38.956628,5cccb8406dcca1dc31e2cd94fa634c6199a05b25f4c8e9c73fb7bdcb611f5ede
Mona Susan Shannon,MSS0001,Mona.Susan.Shannon@dtaa.com,President,1,,nan,nan,nan,Employee,MSS0001,21,44,24,45,19,2021-01-01,2024-07-08 19:50:38.956628,7bccd7740ff294f87b1b503dc0e1060e033e212318373a05558225ab5d25015a
Edward Finn Stokes,EFS0882,Edward.Finn.Stokes@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,Employee,EFS0882,40,40,47,25,27,2021-01-01,2024-07-08 19:50:38.956628,efae0e30fc73068a8b538aef46b62a612f885b23b4f15dc9adf2cac8c4d1e7e0
Noelani Wynter Kennedy,NWK0215,Noelani.Wynter.Kennedy@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe,Employee,NWK0215,21,19,45,18,24,2021-01-01,2024-07-08 19:50:38.956628,e6b977ecb41ca9dfdda354107358ca47aff633441395ddfd945db62dac56e837
Philip Nathan Logan,PNL0301,Philip.Nathan.Logan@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,Employee,PNL0301,50,43,30,43,31,2021-01-01,2024-07-08 19:50:38.956628,1c48954ac2bf8712aa15da6fd5d1d08846ffec6b5e51b60364c43c0d97d1d007
Colin Stuart Holloway,CSH0626,Colin.Stuart.Holloway@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,Employee,CSH0626,33,17,41,18,23,2021-01-01,2024-07-08 19:50:38.956628,161e8988868642beb2ff40b6263d671af51c61a42b62300161158e0922632030
Beau Hall Watts,BHW0458,Beau.Hall.Watts@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,Employee,BHW0458,36,32,28,30,29,2021-01-01,2024-07-08 19:50:38.956628,a64cf5a91b76caf7a71af42ca3e81adf5c077f5c57777755c445a4ed5e0dce5d
Sonya Samantha Hahn,SSH0799,Sonya.Samantha.Hahn@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn,Employee,SSH0799,23,18,31,31,40,2021-01-01,2024-07-08 19:50:38.956628,d9345bc75cbb6c61f5abf8d9ab8c209180a4a597f96848dc1d53e48acfa716de
Astra Nicole Maldonado,ANM0123,Astra.Nicole.Maldonado@dtaa.com,AdministrativeAssistant,1,3 - Manufacturing,2 - ManufacturingEngineering,nan,Fritz Dale Ellison,Employee,ANM0123,22,15,16,21,26,2021-01-01,2024-07-08 19:50:38.956628,62c36c131d46dab1b15b5a649d4989cc889e0d71af865053343d2555db73d0c1
Carla Amelia Shannon,CAS0507,Carla.Amelia.Shannon@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,Employee,CAS0507,14,46,33,11,25,2021-01-01,2024-07-08 19:50:38.956628,04d6ba17513abf551dcdcef728a5c977033c44995308d3074b68cf688bede514
Denise Ifeoma Doyle,DID0650,Denise.Ifeoma.Doyle@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,Employee,DID0650,45,21,17,42,21,2021-01-01,2024-07-08 19:50:38.956628,f355d07455d9e525dd5513783ac44fc76df4399a3408da1a56bb9fd551aa8134
Kirby Amity Tyson,KAT0270,Kirby.Amity.Tyson@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,Employee,KAT0270,21,24,39,23,27,2021-01-01,2024-07-08 19:50:38.956628,9c3f3b4c37346d28594e482076e37642e189694a709e9138e2d0c23b43b70c76
Tara Echo Myers,TEM0977,Tara.Echo.Myers@dtaa.com,HumanResourceSpecialist,1,1 - Adminstration,1 - Personnel,nan,Bethany Xerxes Johnson,Employee,TEM0977,22,19,40,45,29,2021-01-01,2024-07-08 19:50:38.956628,d3dd0aa806926fb4e97a8ff605e203b5526eb6a11ec7e64c21ba756b9db3de15
Salvador Herman Raymond,SHR0334,Salvador.Herman.Raymond@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,Employee,SHR0334,36,41,45,19,31,2021-01-01,2024-07-08 19:50:38.956628,88aff3377ef680848f0e3163cf92556c0ec37e62979cea473e32ba0efa2b4b7d
Jenna Darrel Charles,JDC0030,Jenna.Darrel.Charles@dtaa.com,AdministrativeAssistant,1,1 - Adminstration,6 - Security,nan,Fatima Ulla Mcclure,Employee,JDC0030,31,18,19,21,26,2021-01-01,2024-07-08 19:50:38.956628,2017e5cec98cb5dd53e85833d89025489cdce0d22d528159d544a7a8f359ded2
Colt Kendall Perez,CKP0721,Colt.Kendall.Perez@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,Employee,CKP0721,40,39,39,13,32,2021-01-01,2024-07-08 19:50:38.956628,6fec6c5bb563220aa64cfd29b839e05521a73e11c3f060b5224fd2c9609726b8
Herman Ian Abbott,HIA0414,Herman.Ian.Abbott@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,Employee,HIA0414,38,39,39,18,31,2021-01-01,2024-07-08 19:50:38.956628,b4451bc38ee948ccc5024525ac06bed02a5f5d4589e0b3df46b092f391f9c1c0
Hakeem Stephen Peck,HSP0290,Hakeem.Stephen.Peck@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,Employee,HSP0290,38,15,28,20,27,2021-01-01,2024-07-08 19:50:38.956628,7ea35ae7c3d941a20b58d610bd047edb017c14798cd5a3b1109d154a415d106d
Howard Raphael Weiss,HRW0550,Howard.Raphael.Weiss@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall,Employee,HRW0550,38,34,24,22,28,2021-01-01,2024-07-08 19:50:38.956628,ac4a91577df1f06684117393c721fb924c3222119a9861e05ea4b82aa70b56bd
Kaye Brianna Blair,KBB0189,Kaye.Brianna.Blair@dtaa.com,AdministrativeAssistant,1,6 - PurchasingAndContracts,nan,nan,Kirby Bo Pollard,Employee,KBB0189,49,23,16,33,30,2021-01-01,2024-07-08 19:50:38.956628,53f2d0881d8243bd680a74baa9f503fe21a4b921482f466f955b75fc4a606bcd
Cain Byron Baldwin,CBB0365,Cain.Byron.Baldwin@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,Employee,CBB0365,37,17,20,41,33,2021-01-01,2024-07-08 19:50:38.956628,750603a52d1742daca2011e063efaa5a12264f51d5301106e529cc573688d3d1
Diana Leigh Hays,DLH0029,Diana.Leigh.Hays@dtaa.com,NursePractitioner,1,1 - Adminstration,5 - Medical,nan,Alec Mannix Mcneil,Employee,DLH0029,36,26,38,18,31,2021-01-01,2024-07-08 19:50:38.956628,68d5ef73cb821735058bf30ba47fbda46a84702772d2bc4146471b6cc434044b
Nora Regina Oconnor,NRO0768,Nora.Regina.Oconnor@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,Employee,NRO0768,18,18,41,25,36,2021-01-01,2024-07-08 19:50:38.956628,cad493451789e09c91d42eedd25686c516e5eaed0757a140b618e7ac5f6cb985
Nehru Wyatt Tate,NWT0098,Nehru.Wyatt.Tate@dtaa.com,HardwareEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,Employee,NWT0098,35,39,26,36,33,2021-01-01,2024-07-08 19:50:38.956628,602e1cc6073aaa35d3fae0965b1667c379e67e61d8ce44bfece2a5f0fc46fe88
Quincy Preston Moses,QPM0727,Quincy.Preston.Moses@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,Employee,QPM0727,43,40,18,34,34,2021-01-01,2024-07-08 19:50:38.956628,88831ffaec820bcb58eafe6791d68b420f6a8375cca0fd263c33c37da6482af0
Kessie Vielka Trevino,KVT0028,Kessie.Vielka.Trevino@dtaa.com,Nurse,1,1 - Adminstration,5 - Medical,nan,Alec Mannix Mcneil,Employee,KVT0028,44,20,35,19,37,2021-01-01,2024-07-08 19:50:38.956628,4179749b94b66726d69b01337d9d0f1be6000581808ac32e518687bce92c9ce7
Lamar Francis Scott,LFS0071,Lamar.Francis.Scott@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston,Employee,LFS0071,48,31,14,17,25,2021-01-01,2024-07-08 19:50:38.956628,fb9d4c522103dd89bf63e633efbd0f82bfc7d72e2b2b17052e82b38a61093310
Wing Noah Bonner,WNB0908,Wing.Noah.Bonner@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,Employee,WNB0908,38,38,38,22,23,2021-01-01,2024-07-08 19:50:38.956628,4bf9b469543bff613f51aeb1237cb68a420c68cca8fe990d71fc5f6e8a047ae2
Patience Audrey Douglas,PAD0773,Patience.Audrey.Douglas@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,Employee,PAD0773,36,21,14,16,38,2021-01-01,2024-07-08 19:50:38.956628,4aa1bbddfeb5d9b4f0e01733a7b7c1456b2685ea1c919f78088743d556baea35
Bert Jason Henderson,BJH0354,Bert.Jason.Henderson@dtaa.com,Manager,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Donovan Carlos Chapman,Employee,BJH0354,22,21,31,20,36,2021-01-01,2024-07-08 19:50:38.956628,ebbfc18bd801c7013a8609778fa5d9aa114d689ebc0fefe5b7714e7a56050e04
Oscar Nolan Wooten,ONW0083,Oscar.Nolan.Wooten@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris,Employee,ONW0083,46,30,25,30,26,2021-01-01,2024-07-08 19:50:38.956628,966e3aa31c6ffb7670e2d4e2bb30e2de35d94db9480b1f86a086bb39bffc26ab
Sarah Susan Jarvis,SSJ0784,Sarah.Susan.Jarvis@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,Employee,SSJ0784,19,39,12,45,34,2021-01-01,2024-07-08 19:50:38.956628,4bccdc31b7ca58f334602dc567a5d63ef6b12e70fe2257511578d77768443406
Kyla Jocelyn Porter,KJP0371,Kyla.Jocelyn.Porter@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,Employee,KJP0371,36,21,25,15,30,2021-01-01,2024-07-08 19:50:38.956628,b73b17b1e0de0b4851e9ed2ae134c1ec157de86ce8e68197f92bf30f4c9c35f8
Isabelle Maggie Benjamin,IMB0481,Isabelle.Maggie.Benjamin@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,Employee,IMB0481,19,41,38,43,38,2021-01-01,2024-07-08 19:50:38.956628,c8d11217caaa91a69b76ec6d45da4c06506f3e9a810be8baa61893ee12e71a93
Britanney Quail Snyder,BQS0525,Britanney.Quail.Snyder@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,Employee,BQS0525,42,38,19,45,30,2021-01-01,2024-07-08 19:50:38.956628,373a1220c16b674065aa8854bd69a8f491dc273a4eea530cddae9a9890430ac8
Beck Troy Richards,BTR0403,Beck.Troy.Richards@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Jocelyn Bree Mccray,Employee,BTR0403,47,47,21,17,28,2021-01-01,2024-07-08 19:50:38.956628,0481b3a150e53847f56e3835847d34913ea5d6278248e0e9da71cc968b0966db
Declan Lester Moss,DLM0051,Declan.Lester.Moss@dtaa.com,Director,1,2 - ResearchAndEngineering,3 - Engineering,nan,Kai Wynne Craft,Employee,DLM0051,37,37,17,20,35,2021-01-01,2024-07-08 19:50:38.956628,eedd18bc0f5acab50e4ed5309765a4a03b49c4ef978ee099d27d758b6d8de9bc
Addison Hiram Morrow,AHM0410,Addison.Hiram.Morrow@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,Employee,AHM0410,34,43,15,18,26,2021-01-01,2024-07-08 19:50:38.956628,04d76be655507ec1ba1cdbe7f309e16ac8b393b593884d7b5a675b0bdc5f8b2a
Carter Harrison Maldonado,CHM0821,Carter.Harrison.Maldonado@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,Employee,CHM0821,48,11,39,19,23,2021-01-01,2024-07-08 19:50:38.956628,f6ef4c7a8f1bf42820b8090a43ce6fd9bb6304d06fd11dd483572e538602d238
Jocelyn Bree Mccray,JBM0350,Jocelyn.Bree.Mccray@dtaa.com,Manager,1,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Todd Vance Spears,Employee,JBM0350,37,21,12,45,25,2021-01-01,2024-07-08 19:50:38.956628,713471bf6c4f3127a3532ebb71b89a7fc6f8166467e033f5cf3a6a6d2f4ace9a
Joseph Raja Gaines,JRG0207,Joseph.Raja.Gaines@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe,Employee,JRG0207,42,37,40,21,27,2021-01-01,2024-07-08 19:50:38.956628,9549a84838b8540eafa70a93ba8622c0d29e2fc75bb7efb578e6b2667888f965
Prescott Laith Harding,PLH0862,Prescott.Laith.Harding@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,Employee,PLH0862,32,37,25,16,32,2021-01-01,2024-07-08 19:50:38.956628,b7bf7bc155cfe4ffbdf82ebbd07c8bd0dd83912a06fcd08eeffc0fcf10cca68f
Reed Chaim Perkins,RCP0785,Reed.Chaim.Perkins@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,Employee,RCP0785,42,38,43,30,32,2021-01-01,2024-07-08 19:50:38.956628,8f2c1305e34e2b7f39c94c1401801d1e747966d7a3e62a3632c66263c9420607
Neve Sarah Crane,NSC0597,Neve.Sarah.Crane@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,Employee,NSC0597,19,13,11,44,31,2021-01-01,2024-07-08 19:50:38.956628,5057bae5e9c603a3144f27989b6c1f0194759eca474625c2b6b6a4f8ba690487
Ayanna Vivian Murray,AVM0947,Ayanna.Vivian.Murray@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,Employee,AVM0947,10,25,30,44,39,2021-01-01,2024-07-08 19:50:38.956628,f5756bb0387efe4d649b87995bbf0f339aa8f269b1d006c69aa7c6b247d9454a
Molly Sacha Zimmerman,MSZ0310,Molly.Sacha.Zimmerman@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,Employee,MSZ0310,24,38,18,31,29,2021-01-01,2024-07-08 19:50:38.956628,f5ee04b0561e125e323bec43da00092916be106e8741e469e06250a4326df34b
Stewart Dale Berger,SDB0106,Stewart.Dale.Berger@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,Employee,SDB0106,35,46,26,27,37,2021-01-01,2024-07-08 19:50:38.956628,774a958f4af4b5e4f17429736651b876c06bf5c7b728f07a08ab718e6fa703bf
Hakeem Arden Curry,HAC0282,Hakeem.Arden.Curry@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,Employee,HAC0282,37,32,38,12,28,2021-01-01,2024-07-08 19:50:38.956628,baf06eced2bcd0cede88493df6c01259e227bced5b82dbba01df09678265919d
Hadley Sonya Bowen,HSB0196,Hadley.Sonya.Bowen@dtaa.com,PurchasingClerk,1,6 - PurchasingAndContracts,1 - Purchasing,nan,August Armando Evans,Employee,HSB0196,44,13,43,30,33,2021-01-01,2024-07-08 19:50:38.956628,989181117a673a5f2bfc91b319277fdc5fe230ae1a13be86460327c29421548e
Ayanna Sylvia Blankenship,ASB0796,Ayanna.Sylvia.Blankenship@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn,Employee,ASB0796,30,40,23,38,34,2021-01-01,2024-07-08 19:50:38.956628,8c7239d5a329b24166c744fbbb8e2dab0e4ef9cdea06782653ab593d7f4f3d29
Wynter Rose Mercer,WRM0963,Wynter.Rose.Mercer@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,Employee,WRM0963,17,23,43,31,22,2021-01-01,2024-07-08 19:50:38.956628,e0c1cf7abe2c947ca53fc32ba1339f94914172fe99e5d94dfac225db54b866c8
